,carat,cut,color,clarity,depth,table,price,x,y,z,predicted_price
346,0.7,3,7,3,62.3,58.0,2804,5.69,5.73,3.56,2764.8533
347,0.72,5,5,5,61.7,57.0,2804,5.74,5.77,3.55,3435.8003
348,0.72,3,5,5,62.2,58.0,2804,5.75,5.7,3.56,2986.3252
349,0.82,5,3,4,61.5,56.0,2804,6.01,6.08,3.72,3293.661
350,0.7,5,7,3,61.0,59.0,2804,5.68,5.7,3.47,2750.3535
351,0.72,5,7,3,62.2,56.0,2804,5.74,5.77,3.58,2951.1543
352,0.72,5,7,3,61.5,54.0,2804,5.77,5.8,3.56,2930.2761
353,0.9,1,2,3,67.3,59.0,2804,5.93,5.84,3.96,2538.6523
354,0.74,4,5,4,61.7,58.0,2805,5.85,5.78,3.59,2985.7263
355,0.74,4,5,4,61.9,56.0,2805,5.8,5.77,3.58,2996.3916
356,0.73,5,6,2,61.8,58.0,2805,5.77,5.81,3.58,2651.416
357,0.57,1,6,7,58.7,66.0,2805,5.34,5.43,3.16,2554.411
358,0.73,4,5,4,62.5,57.0,2805,5.75,5.7,3.58,2835.5286
359,0.72,5,4,4,62.8,56.0,2805,5.74,5.7,3.59,2730.9429
360,0.74,1,5,4,61.1,68.0,2805,5.82,5.75,3.53,2835.8213
361,0.82,2,4,4,64.0,57.0,2805,5.92,5.89,3.78,3133.1782
362,0.81,3,4,3,62.5,60.0,2806,5.89,5.94,3.69,2922.2856
363,0.75,3,3,7,60.6,58.0,2806,5.85,5.9,3.56,3111.4243
364,0.7,5,5,3,61.6,55.0,2806,5.72,5.74,3.53,2717.1685
365,0.71,3,5,5,62.2,58.0,2807,5.66,5.72,3.54,2986.3252
366,0.71,3,5,5,60.0,57.0,2807,5.84,5.9,3.52,3131.9392
367,0.93,4,1,2,61.9,57.0,2807,6.21,6.19,3.84,2908.1284
368,0.8,3,3,4,62.8,57.0,2808,5.87,5.91,3.7,2997.1226
369,0.7,3,5,5,62.0,57.0,2808,5.64,5.71,3.52,2953.4395
370,1.0,1,4,1,66.4,59.0,2808,6.16,6.09,4.07,2484.3284
371,0.75,3,4,4,63.4,56.0,2808,5.78,5.74,3.65,2721.875
372,0.58,5,6,6,60.9,56.0,2808,5.41,5.43,3.3,2489.893
373,0.73,3,7,3,63.1,57.0,2808,5.74,5.7,3.61,2818.6592
374,0.81,3,5,3,63.1,59.0,2809,5.85,5.79,3.67,2914.941
375,0.81,4,7,2,59.2,57.0,2809,6.15,6.05,3.61,2820.427
376,0.71,4,5,3,60.7,54.0,2809,5.84,5.8,3.53,2501.6191
377,1.2,1,5,1,64.6,56.0,2809,6.73,6.66,4.33,2772.5696
378,0.7,3,5,5,61.8,56.0,2810,5.63,5.7,3.5,3026.3455
379,0.7,3,5,5,59.9,60.0,2810,5.77,5.84,3.48,2999.4937
380,0.74,5,7,2,61.7,55.0,2810,5.81,5.85,3.6,2871.4675
381,0.7,2,5,5,62.8,61.0,2810,5.57,5.61,3.51,2783.9158
382,0.8,2,4,3,62.7,57.0,2810,5.84,5.93,3.69,2740.8682
383,0.75,3,5,3,63.4,58.0,2811,5.72,5.76,3.64,2614.748
384,0.83,3,7,3,63.5,54.0,2811,5.98,5.95,3.79,3451.0417
385,1.0,1,1,4,65.7,59.0,2811,6.14,6.07,4.01,3177.0962
386,0.99,1,2,2,68.1,56.0,2811,6.21,6.06,4.18,2597.2559
387,0.7,3,4,5,63.0,60.0,2812,5.57,5.64,3.53,2657.8975
388,0.7,3,5,4,59.5,58.0,2812,5.75,5.85,3.45,2697.9524
389,0.7,2,6,3,63.5,59.0,2812,5.49,5.53,3.5,2157.8574
390,0.7,3,5,4,61.7,58.0,2812,5.63,5.69,3.49,2672.4707
391,0.32,4,2,3,62.7,58.0,554,4.37,4.34,2.73,527.0245
392,0.32,4,2,3,62.8,58.0,554,4.39,4.34,2.74,539.7235
393,0.32,5,2,3,62.4,57.0,554,4.37,4.35,2.72,500.43475
394,0.32,4,2,3,61.0,59.0,554,4.39,4.36,2.67,481.86194
395,0.32,3,2,3,63.1,56.0,554,4.39,4.36,2.76,502.88052
396,0.32,5,2,3,60.7,57.0,554,4.47,4.42,2.7,537.14984
397,0.3,4,3,3,60.9,59.0,554,4.31,4.29,2.62,516.4656
398,0.3,4,3,3,60.1,55.0,554,4.41,4.38,2.64,554.3945
399,0.3,4,3,3,62.9,58.0,554,4.28,4.24,2.68,550.6763
400,0.3,3,3,3,63.3,56.0,554,4.29,4.27,2.71,570.6471
401,0.3,2,3,3,63.8,55.0,554,4.26,4.2,2.7,522.33636
402,0.3,5,3,3,62.9,57.0,554,4.27,4.22,2.67,506.4467
403,0.3,3,3,3,63.4,60.0,554,4.25,4.23,2.69,545.661
404,0.32,2,2,3,63.9,55.0,554,4.36,4.34,2.78,532.914
405,0.33,5,3,2,61.4,56.0,554,4.85,4.79,2.95,720.15656
406,0.29,3,6,5,61.9,55.0,555,4.28,4.33,2.66,530.12787
407,0.29,3,6,5,62.4,55.0,555,4.2,4.25,2.63,543.5083
408,0.31,3,5,3,61.8,58.0,555,4.32,4.35,2.68,522.1317
409,0.34,5,3,4,61.5,56.0,555,4.47,4.5,2.76,581.703
410,0.34,5,3,4,60.4,57.0,555,4.54,4.57,2.75,577.2496
411,0.34,5,2,5,61.8,55.0,555,4.48,4.52,2.78,571.9267
412,0.34,5,2,5,62.0,56.0,555,4.5,4.53,2.8,583.0369
413,0.3,5,4,5,62.3,56.0,555,4.29,4.31,2.68,615.0306
414,0.29,5,5,5,61.6,56.0,555,4.26,4.31,2.64,590.1941
415,0.35,5,4,3,60.6,56.0,555,4.56,4.58,2.77,630.8792
416,0.43,3,6,1,58.4,62.0,555,4.94,5.0,2.9,678.55206
417,0.32,3,5,4,61.4,58.0,556,4.37,4.42,2.7,601.30475
418,0.36,5,2,4,61.9,56.0,556,4.54,4.57,2.82,555.74536
419,0.3,5,4,4,62.0,56.0,556,4.28,4.3,2.66,585.0115
420,0.26,5,6,5,61.5,57.0,556,4.09,4.12,2.52,588.67065
421,0.7,3,5,4,62.3,58.0,2812,5.64,5.72,3.54,2729.8894
422,0.7,3,5,4,60.9,61.0,2812,5.66,5.71,3.46,2652.32
423,0.71,5,7,3,62.4,57.0,2812,5.69,5.72,3.56,2769.2168
424,0.99,1,1,3,55.0,61.0,2812,6.72,6.67,3.68,2856.9312
425,0.73,4,6,4,58.6,60.0,2812,5.92,5.89,3.46,2873.3032
426,0.51,5,5,7,62.0,57.0,2812,5.15,5.11,3.18,2458.919
427,0.91,4,4,2,59.8,58.0,2813,6.3,6.29,3.77,3378.1748
428,0.84,3,6,3,63.4,55.0,2813,6.0,5.95,3.79,3280.7117
429,0.91,2,2,4,64.3,58.0,2813,6.09,6.05,3.9,2907.3955
430,0.76,4,6,3,62.2,59.0,2814,5.86,5.81,3.63,2752.6003
431,0.76,5,6,3,61.7,57.0,2814,5.88,5.85,3.62,3070.7234
432,0.75,4,6,3,61.1,59.0,2814,5.86,5.83,3.57,2759.5234
433,0.55,3,7,7,61.5,56.0,2815,5.23,5.27,3.23,3285.472
434,0.76,3,5,2,58.5,62.0,2815,5.93,6.01,3.49,2317.111
435,0.74,4,4,5,61.7,58.0,2815,5.79,5.81,3.58,2879.0042
436,0.7,5,3,3,60.4,56.0,2815,5.75,5.81,3.49,2319.4602
437,0.7,5,3,3,61.4,56.0,2815,5.7,5.76,3.52,2507.8013
438,0.7,5,3,3,61.5,55.0,2815,5.73,5.79,3.54,2440.8306
439,0.7,5,3,3,61.4,56.0,2815,5.72,5.77,3.53,2507.8013
440,0.9,1,1,4,65.0,56.0,2815,6.08,6.04,3.94,2634.0269
441,0.95,1,5,2,56.0,60.0,2815,6.62,6.53,3.68,3178.7727
442,0.89,4,3,2,60.2,59.0,2815,6.26,6.23,3.76,2885.0522
443,0.72,4,6,4,58.3,58.0,2815,5.99,5.92,3.47,2778.3794
444,0.96,1,6,2,53.1,63.0,2815,6.73,6.65,3.55,2801.1704
445,1.02,4,4,1,60.3,58.0,2815,6.55,6.5,3.94,3005.468
446,0.78,3,2,6,61.4,56.0,2816,5.91,5.95,3.64,3017.2158
447,0.61,5,4,6,60.1,57.0,2816,5.52,5.54,3.32,2620.3887
448,0.71,2,7,5,63.4,55.0,2816,5.61,5.69,3.58,3340.6082
449,0.78,4,5,3,61.5,59.0,2816,5.96,5.88,3.64,2752.7126
450,0.87,5,3,2,62.7,56.0,2816,6.16,6.13,3.85,3107.747
451,0.83,5,3,3,62.5,55.0,2816,6.04,6.0,3.76,2882.1216
452,0.71,4,6,3,61.3,56.0,2817,5.78,5.73,3.53,2671.8323
453,0.71,5,2,6,60.2,56.0,2817,5.84,5.89,3.53,2602.3298
454,0.71,5,6,4,62.7,57.0,2817,5.66,5.64,3.54,2838.2554
455,0.71,4,6,4,62.3,58.0,2817,5.69,5.65,3.53,2799.8186
456,0.63,5,5,6,61.5,56.0,2817,5.48,5.52,3.38,2771.19
457,0.71,4,6,3,59.2,59.0,2817,5.86,5.83,3.46,2556.49
458,0.71,4,6,3,61.8,59.0,2817,5.75,5.7,3.54,2601.3318
459,0.71,5,6,3,61.3,55.0,2817,5.77,5.72,3.52,2793.4365
460,0.71,4,6,3,61.4,58.0,2817,5.77,5.73,3.53,2611.9734
461,0.9,5,1,4,62.8,55.0,2817,6.2,6.16,3.88,3221.7742
462,0.71,2,6,3,62.8,64.0,2817,5.6,5.54,3.5,2433.7417
463,0.7,4,6,4,62.4,61.0,2818,5.66,5.63,3.52,2743.4775
464,0.7,4,6,4,59.3,60.0,2818,5.78,5.73,3.41,2750.4492
465,0.7,4,6,4,63.0,60.0,2818,5.64,5.6,3.54,2731.818
466,1.0,4,3,1,61.3,60.0,2818,6.43,6.39,3.93,3027.9766
467,0.86,4,5,2,59.3,62.0,2818,6.36,6.22,3.73,2904.9915
468,0.8,5,3,3,61.0,57.0,2818,6.07,6.0,3.68,2860.2974
469,0.7,5,6,5,62.9,57.0,2818,5.66,5.61,3.54,2984.1228
470,0.7,4,6,5,59.6,57.0,2818,5.91,5.83,3.5,3126.5981
471,0.7,4,5,4,61.8,60.0,2818,5.69,5.64,3.5,2605.6794
472,0.7,4,6,5,62.7,57.0,2818,5.68,5.64,3.55,2895.7927
473,1.0,1,3,2,65.3,62.0,2818,6.34,6.12,4.08,3216.2217
474,0.72,3,4,5,63.8,58.0,2819,5.64,5.68,3.61,2735.3672
475,0.72,5,3,5,62.3,56.0,2819,5.73,5.77,3.58,2906.625
476,0.7,2,5,5,59.7,63.0,2819,5.76,5.79,3.45,2989.1836
477,0.86,2,5,2,64.3,60.0,2819,5.97,5.95,3.83,2747.052
478,0.71,5,4,5,62.9,58.0,2820,5.66,5.69,3.57,2827.035
479,0.75,5,6,3,62.0,57.0,2821,5.8,5.78,3.59,2926.67
480,0.73,4,6,4,61.6,59.0,2821,5.77,5.73,3.54,3037.077
481,0.53,5,6,7,61.9,55.0,2821,5.2,5.21,3.22,2639.7197
482,0.73,4,6,3,61.3,58.0,2821,5.83,5.76,3.55,2731.0613
483,0.73,2,6,3,63.6,57.0,2821,5.72,5.7,3.63,2657.369
484,0.73,4,6,3,59.6,61.0,2821,5.92,5.85,3.51,2809.9011
485,0.73,4,6,3,62.2,59.0,2821,5.77,5.68,3.56,2684.371
486,0.73,4,7,3,61.7,55.0,2821,5.84,5.82,3.6,2954.7837
487,0.73,3,6,3,63.2,58.0,2821,5.76,5.7,3.62,2699.7698
488,0.7,4,6,5,60.8,60.0,2822,5.74,5.71,3.48,2985.294
489,0.72,4,6,4,60.3,59.0,2822,5.84,5.8,3.51,2973.6904
490,0.72,4,6,4,60.9,60.0,2822,5.8,5.76,3.52,2988.75
491,0.72,4,6,4,62.4,59.0,2822,5.77,5.7,3.58,2954.7544
492,0.7,4,6,4,60.2,60.0,2822,5.73,5.7,3.44,2817.6992
493,0.6,5,5,6,62.0,55.0,2822,5.37,5.4,3.34,2433.8425
494,0.74,5,2,7,60.8,57.0,2822,5.85,5.89,3.57,2866.871
495,0.73,5,5,3,62.1,55.0,2822,5.75,5.78,3.58,2832.9067
496,0.71,4,7,3,62.7,60.0,2822,5.71,5.67,3.57,2746.4648
497,0.71,4,7,3,61.3,58.0,2822,5.75,5.73,3.52,2750.983
498,0.7,4,7,3,60.2,60.0,2822,5.82,5.75,3.48,2712.9438
499,0.7,5,7,3,60.7,56.0,2822,5.75,5.72,3.48,2820.0542
500,0.9,2,1,4,64.0,61.0,2822,6.04,6.03,3.86,2849.2083
501,0.71,5,7,3,60.2,56.0,2822,5.86,5.83,3.52,2847.425
502,0.7,4,6,4,61.5,59.0,2822,5.73,5.68,3.51,2891.5847
503,0.7,4,6,4,62.6,56.0,2822,5.71,5.66,3.56,2725.2458
504,0.7,5,7,3,59.7,58.0,2822,5.82,5.77,3.46,2780.635
505,0.7,2,6,3,61.4,64.0,2822,5.71,5.66,3.49,2304.0227
506,0.7,5,7,3,62.5,57.0,2822,5.62,5.59,3.51,2618.458
507,0.7,5,7,3,61.8,56.0,2822,5.73,5.63,3.51,2693.5454
508,0.7,4,6,4,60.7,62.0,2822,5.72,5.68,3.46,2803.652
509,0.7,4,5,4,60.6,58.0,2822,5.8,5.72,3.49,2653.0198
510,0.7,5,7,3,61.4,54.0,2822,5.75,5.71,3.52,2775.4192
511,0.79,3,7,2,62.8,59.0,2823,5.86,5.9,3.69,2851.6675
512,0.9,2,2,3,63.8,57.0,2823,6.06,6.13,3.89,3160.4834
513,0.71,4,6,4,62.3,58.0,2823,5.71,5.66,3.54,2793.9998
514,0.61,5,6,6,61.3,54.0,2823,5.51,5.59,3.4,2954.6638
515,0.9,1,3,2,65.8,54.0,2823,6.05,5.98,3.96,2683.054
516,0.71,5,6,3,60.5,56.0,2823,5.77,5.73,3.47,2752.8254
517,0.71,4,7,4,61.2,59.0,2824,5.74,5.69,3.5,3086.2356
518,0.77,5,2,6,62.1,57.0,2824,5.84,5.86,3.63,2772.2126
519,0.74,2,6,5,63.1,58.0,2824,5.73,5.75,3.62,3097.104
520,0.82,5,5,2,62.4,54.0,2824,6.02,5.97,3.74,2845.118
521,0.82,4,6,2,60.8,60.0,2824,6.05,6.03,3.67,2770.8513
522,0.71,4,4,5,62.2,59.0,2825,5.73,5.66,3.54,2649.7373
523,0.83,4,3,3,60.0,59.0,2825,6.08,6.05,3.64,2681.7876
524,0.73,3,4,5,62.0,57.0,2825,5.75,5.8,3.58,2872.42
525,0.83,4,3,3,62.5,59.0,2825,6.02,5.95,3.74,2716.9077
526,1.17,4,1,1,60.2,61.0,2825,6.9,6.83,4.13,2884.0117
527,0.91,1,3,2,61.3,67.0,2825,6.24,6.19,3.81,3009.9163
528,0.73,4,6,5,62.6,60.0,2826,5.75,5.68,3.58,3059.2947
529,0.7,2,6,5,57.2,59.0,2826,5.94,5.88,3.38,2763.4512
530,0.9,4,2,2,62.2,59.0,2826,6.11,6.07,3.79,2755.803
531,0.7,4,6,5,62.2,58.0,2826,5.66,5.6,3.5,2916.3396
532,0.7,3,7,4,63.3,56.0,2826,5.6,5.58,3.54,2931.5273
533,0.7,4,6,5,59.4,61.0,2826,5.78,5.74,3.42,3038.9072
534,0.9,3,2,2,63.5,56.0,2826,6.17,6.07,3.88,2808.562
535,0.78,4,5,3,60.8,60.0,2826,5.97,5.94,3.62,2772.4473
536,0.96,5,5,1,60.7,55.0,2826,6.41,6.37,3.88,2642.5876
537,0.7,3,7,3,62.3,59.0,2827,5.67,5.7,3.54,2757.182
538,0.72,2,7,4,64.0,54.0,2827,5.68,5.7,3.64,3032.0813
539,0.79,4,3,6,62.6,58.0,2827,5.96,5.9,3.71,3091.788
540,0.7,5,3,7,61.6,57.0,2827,5.69,5.74,3.52,3124.1328
541,0.7,5,3,7,62.3,55.0,2827,5.66,5.7,3.54,2928.3228
542,0.7,5,7,2,60.6,57.0,2828,5.74,5.77,3.49,2571.9863
543,1.01,4,3,2,61.6,61.0,2828,6.39,6.31,3.91,3737.9038
544,0.72,4,5,5,62.2,58.0,2829,5.75,5.7,3.56,2973.845
545,0.8,2,6,2,63.7,54.0,2829,5.91,5.87,3.75,2629.0156
546,0.59,5,6,7,62.0,56.0,2829,5.36,5.38,3.33,2858.9226
547,0.72,5,5,5,61.7,57.0,2829,5.77,5.74,3.55,3362.758
548,0.75,4,6,2,61.9,57.0,2829,5.88,5.82,3.62,2397.434
549,0.8,4,6,2,60.2,57.0,2829,6.05,6.01,3.63,2677.2766
550,0.71,3,6,4,62.7,59.0,2830,5.65,5.7,3.56,2974.4373
551,0.77,3,3,3,61.7,56.0,2830,5.84,5.89,3.62,2565.3293
552,0.97,5,5,1,60.7,56.0,2830,6.41,6.43,3.9,2843.7756
553,0.53,5,5,7,60.9,57.0,2830,5.23,5.29,3.19,2549.4695
554,0.53,5,5,7,61.8,57.0,2830,5.16,5.19,3.2,2493.6191
555,0.8,5,2,4,62.1,54.4,2830,5.94,5.99,3.7,2890.6355
556,0.9,4,4,3,60.6,62.0,2830,6.21,6.13,3.74,3559.7864
557,0.76,3,6,2,60.8,60.0,2831,5.89,5.98,3.61,2652.6301
558,0.72,5,6,3,62.3,57.0,2831,5.7,5.76,3.57,2796.3208
559,0.75,5,6,3,61.4,57.0,2831,5.82,5.87,3.59,3099.9744
560,0.72,4,6,3,62.1,58.0,2831,5.73,5.76,3.57,2639.2375
561,0.79,5,4,3,61.8,56.0,2831,5.93,5.91,3.66,2878.8943
562,0.72,3,5,4,62.5,58.0,2832,5.71,5.75,3.58,2880.2183
563,0.91,3,2,2,62.8,61.0,2832,6.15,6.18,3.87,3021.966
564,0.71,4,4,6,62.1,57.0,2832,5.75,5.65,3.54,2924.142
565,0.81,4,4,3,63.0,60.0,2832,5.87,5.81,3.68,2737.7974
566,0.82,5,3,3,62.5,57.0,2832,5.91,5.97,3.71,2842.8103
567,0.71,4,5,5,62.2,58.0,2832,5.72,5.66,3.54,2813.0903
568,0.9,2,1,3,64.3,63.0,2832,6.05,6.01,3.88,2667.3772
569,0.8,3,2,4,62.0,58.0,2833,5.86,5.95,3.66,2737.356
570,0.56,3,6,8,61.0,59.0,2833,5.28,5.34,3.24,2828.7441
571,0.7,3,7,4,59.6,61.0,2833,5.77,5.8,3.45,2871.9495
572,0.7,5,7,4,61.0,57.0,2833,5.74,5.76,3.51,3314.4414
573,0.61,5,5,6,61.7,55.0,2833,5.45,5.48,3.37,2772.6887
574,0.85,5,3,2,62.5,57.0,2833,6.02,6.07,3.78,2848.734
575,0.7,5,5,3,60.7,57.0,2833,5.73,5.75,3.49,2639.0703
576,0.8,5,4,4,62.2,56.0,2834,5.94,5.87,3.67,3412.7275
577,0.8,5,3,4,62.8,57.0,2834,5.91,5.87,3.7,3032.4036
578,0.51,3,7,7,59.9,58.0,2834,5.16,5.19,3.1,2840.2205
579,0.53,5,5,7,61.4,57.0,2834,5.2,5.23,3.2,2489.2717
580,0.78,5,2,4,61.8,55.0,2834,5.92,5.95,3.67,2838.0615
581,0.9,3,1,3,63.4,54.0,2834,6.17,6.14,3.9,2934.289
582,0.9,1,4,2,65.3,59.0,2834,6.07,6.0,3.94,2900.2168
583,0.77,5,6,2,60.7,55.0,2834,6.01,5.95,3.63,2811.8364
584,0.73,5,5,5,61.2,56.0,2835,5.89,5.81,3.58,3408.4294
585,0.63,5,5,6,61.9,57.0,2835,5.47,5.51,3.4,2737.551
586,0.7,5,6,4,61.5,54.0,2835,5.7,5.75,3.52,3115.6433
587,0.72,5,6,4,62.8,57.0,2835,5.71,5.73,3.59,3094.3237
588,0.72,5,6,3,61.0,57.0,2835,5.78,5.8,3.53,2873.5342
589,0.75,4,5,4,59.6,59.0,2835,6.04,5.94,3.57,2905.707
590,0.82,3,3,3,60.7,56.0,2836,6.04,6.06,3.67,2775.0266
591,0.71,2,6,4,62.8,60.0,2836,5.6,5.65,3.53,2761.7068
592,0.7,4,6,5,62.6,59.0,2837,5.69,5.66,3.55,2891.9941
593,0.7,5,6,5,61.8,56.0,2837,5.74,5.69,3.53,3185.0537
594,0.71,5,5,3,59.8,53.0,2838,5.86,5.82,3.49,2475.3845
595,0.76,3,3,3,60.9,55.0,2838,5.92,5.94,3.61,2551.581
596,0.82,1,5,3,64.9,58.0,2838,5.83,5.79,3.77,2779.7852
597,0.72,4,5,5,58.8,60.0,2838,5.91,5.89,3.47,3015.006
598,0.7,4,5,4,62.3,58.0,2838,5.72,5.64,3.54,2556.6543
599,0.7,4,5,4,61.7,58.0,2838,5.69,5.63,3.49,2521.105
600,0.7,4,4,5,62.6,55.0,2838,5.73,5.64,3.56,2635.9182
601,0.7,4,5,4,59.4,61.0,2838,5.83,5.79,3.45,2697.2527
602,0.7,3,6,3,63.5,59.0,2838,5.53,5.49,3.5,2197.353
603,0.7,4,5,4,60.9,61.0,2838,5.71,5.66,3.46,2500.9543
604,0.7,4,5,4,59.5,58.0,2838,5.85,5.75,3.45,2701.1538
605,0.7,4,4,5,63.0,60.0,2838,5.64,5.57,3.53,2622.4167
606,0.74,3,6,3,60.0,57.0,2839,5.85,5.89,3.52,2846.3186
607,0.71,5,5,5,61.5,57.0,2839,5.74,5.71,3.52,3180.5227
608,0.7,5,5,5,61.6,54.0,2839,5.75,5.72,3.53,3083.6672
609,0.71,5,5,5,62.1,55.0,2839,5.82,5.68,3.57,3137.3882
610,0.71,4,5,5,59.1,61.0,2839,5.84,5.81,3.44,3040.3298
611,0.71,4,5,5,59.0,60.0,2839,5.82,5.8,3.43,3015.7878
612,0.71,4,5,5,60.5,58.0,2839,5.75,5.72,3.47,2905.0176
613,0.7,5,5,5,62.4,53.0,2839,5.73,5.71,3.57,3035.0874
614,0.73,5,4,4,61.8,54.0,2839,5.8,5.82,3.59,2986.3665
615,0.7,5,6,4,62.1,54.0,2839,5.69,5.72,3.54,2961.56
616,0.7,5,4,5,61.3,57.0,2839,5.71,5.74,3.51,3065.6582
617,0.71,4,4,6,60.3,58.0,2839,5.82,5.78,3.5,3048.564
618,0.71,4,5,5,59.2,58.0,2839,5.87,5.82,3.46,3041.0295
619,0.79,4,4,4,59.3,62.0,2839,6.09,6.01,3.59,2952.5266
620,0.71,4,5,5,62.7,59.0,2839,5.7,5.62,3.55,2855.5334
621,0.77,3,3,5,61.0,60.0,2840,5.9,5.87,3.59,2916.8357
622,0.75,3,5,2,59.8,56.0,2840,5.85,5.92,3.52,2414.6924
623,0.7,5,5,3,61.0,56.0,2840,5.75,5.8,3.52,2794.4092
624,0.71,4,5,4,59.3,56.0,2840,5.88,5.82,3.47,2719.8604
625,0.92,5,7,2,61.9,56.0,2840,6.27,6.2,3.86,4060.2993
626,0.83,4,5,2,61.4,59.0,2840,6.08,6.04,3.72,2656.756
627,0.7,4,3,7,59.2,60.0,2840,5.87,5.78,3.45,2700.0637
628,0.73,4,5,4,60.3,59.0,2841,5.9,5.87,3.55,2868.4802
629,0.71,3,7,5,63.4,55.0,2841,5.69,5.61,3.58,3185.739
630,0.73,3,7,3,63.9,57.0,2841,5.66,5.71,3.63,2830.5933
631,0.82,5,5,2,61.7,53.0,2841,6.0,6.12,3.74,3028.6597
632,0.82,5,5,2,62.3,56.0,2841,5.96,6.02,3.73,2905.759
633,0.82,3,5,2,59.7,57.0,2841,6.12,6.14,3.66,2810.3972
634,0.52,5,5,7,61.2,56.0,2841,5.19,5.21,3.18,2487.9832
635,1.0,4,5,1,58.9,60.0,2841,6.6,6.55,3.87,3145.21
636,0.95,1,4,3,66.7,56.0,2841,6.16,6.03,4.06,3284.4446
637,0.73,5,7,3,61.4,57.0,2841,5.76,5.8,3.55,3063.8877
638,0.73,4,5,4,59.9,59.0,2841,5.87,5.77,3.5,2957.2195
639,0.73,4,4,5,61.4,58.0,2841,5.82,5.77,3.56,2857.3647
640,0.8,5,2,5,62.6,54.0,2842,5.92,5.96,3.72,3008.525
641,0.7,4,5,4,58.7,61.0,2842,5.8,5.72,3.38,2594.4988
642,0.7,3,6,4,60.2,62.0,2843,5.71,5.75,3.45,2830.375
643,0.7,3,6,4,62.7,58.0,2843,5.65,5.67,3.55,2918.796
644,0.71,3,6,4,59.4,58.0,2843,5.76,5.82,3.44,2887.9988
645,0.81,3,5,2,63.2,58.0,2843,5.91,5.92,3.74,2580.6226
646,0.71,3,7,3,61.5,58.0,2843,5.73,5.79,3.54,2803.587
647,0.73,5,4,6,61.3,57.0,2843,5.81,5.84,3.57,3512.1465
648,0.73,3,5,5,61.8,59.0,2843,5.73,5.79,3.56,3091.142
649,0.72,5,6,4,62.0,57.0,2843,5.71,5.74,3.55,3121.0378
650,0.81,5,5,2,62.1,57.0,2843,5.91,5.95,3.68,2798.1807
651,0.71,5,4,6,60.7,57.0,2843,5.81,5.78,3.52,3364.884
652,0.73,3,6,3,57.7,61.0,2844,5.92,5.96,3.43,2698.718
653,0.7,3,6,5,62.0,59.0,2844,5.65,5.68,3.51,3049.9773
654,1.01,5,2,1,61.5,57.0,2844,6.45,6.46,3.97,2745.4229
655,1.01,2,2,1,63.1,57.0,2844,6.35,6.39,4.02,2517.3396
656,0.79,5,3,4,62.5,57.0,2844,5.91,5.93,3.7,2916.7825
657,0.7,3,6,4,61.8,59.0,2845,5.65,5.68,3.5,2900.9148
658,0.7,3,6,4,58.9,60.0,2845,5.83,5.85,3.44,2752.9158
659,0.8,2,3,4,63.4,60.0,2845,5.92,5.82,3.72,2864.5955
660,1.27,4,3,2,59.3,61.0,2845,7.12,7.05,4.2,5529.65
661,0.79,5,7,3,61.5,56.0,2846,5.96,5.91,3.65,3380.6143
662,0.72,3,5,5,60.2,59.0,2846,5.79,5.84,3.5,3133.2026
663,0.73,5,3,6,61.6,56.0,2846,5.79,5.84,3.58,3200.6726
664,1.01,1,3,2,65.4,59.0,2846,6.3,6.26,4.11,3368.859
665,1.01,2,3,1,64.2,61.0,2846,6.25,6.18,3.99,2761.2126
666,0.73,5,6,3,59.1,59.0,2846,5.92,5.95,3.51,2979.184
667,0.7,5,6,3,61.6,57.0,2846,5.71,5.76,3.53,2797.2993
668,0.7,2,5,4,59.1,61.0,2846,5.76,5.84,3.43,2645.374
669,0.77,4,6,3,62.9,59.0,2846,5.84,5.79,3.66,2806.8486
670,0.77,4,4,4,61.3,60.0,2846,5.91,5.81,3.59,2916.5415
671,0.77,4,4,5,61.4,58.0,2846,5.94,5.89,3.63,3063.566
672,0.84,3,3,3,61.2,57.0,2847,6.1,6.12,3.74,2848.263
673,0.72,5,6,3,60.3,57.0,2847,5.83,5.85,3.52,2967.417
674,0.76,4,7,3,61.1,59.0,2847,5.93,5.88,3.61,3005.674
675,0.7,3,4,6,62.9,59.0,2848,5.61,5.68,3.55,3014.7712
676,0.54,5,7,6,61.5,55.0,2848,5.25,5.29,3.24,2787.5383
677,0.75,1,7,2,64.6,57.0,2848,5.74,5.72,3.7,2393.9585
678,0.79,2,6,3,64.1,54.0,2849,5.86,5.84,3.75,2735.1086
679,0.74,3,6,5,63.1,58.0,2849,5.75,5.73,3.62,3140.192
680,0.7,3,6,4,61.0,60.0,2850,5.74,5.77,3.51,2939.59
681,0.7,5,5,4,60.8,59.0,2850,5.69,5.79,3.49,3041.3323
682,0.75,5,1,3,61.5,56.0,2850,5.83,5.87,3.6,2213.8215
683,1.2,3,3,1,63.1,60.0,2850,6.75,6.67,4.23,3243.4917
684,0.8,3,5,3,63.4,57.0,2851,5.89,5.82,3.71,2845.632
685,0.66,5,7,5,62.1,56.0,2851,5.54,5.57,3.45,2880.983
686,0.87,3,5,2,61.0,63.0,2851,6.22,6.07,3.75,3009.267
687,0.86,4,3,3,62.7,59.0,2851,6.04,5.98,3.77,2834.326
688,0.74,5,5,3,61.0,57.0,2851,5.85,5.81,3.56,2841.7769
689,0.58,3,6,8,60.6,59.0,2852,5.37,5.43,3.27,2937.4026
